"SVN"	"Taxon"	"CountValue"
"5868"	"00004WSE"	"Wandesia"	1
"5869"	"00008WSE"	"Wandesia"	1
"5870"	"01036WSE"	"Wandesia"	2
"5871"	"00001WSE"	"Protzia"	5
"5872"	"00004WSE"	"Protzia"	5
"5873"	"01032WSE"	"Protzia"	5
"5874"	"01042WSE"	"Protzia"	1
"5875"	"01036WSE"	"Albertathyas"	1
"5876"	"01038WSE"	"Albertathyas"	2
"5877"	"00002WSE"	"Sperchon"	5
"5878"	"00003WSE"	"Sperchon"	1
"5879"	"00004WSE"	"Sperchon"	5
"5880"	"00008WSE"	"Sperchon"	1
"5881"	"00010WSE"	"Sperchon"	2
"5882"	"00011WSE"	"Sperchon"	4
"5883"	"00012WSE"	"Sperchon"	3
"5884"	"01031WSE"	"Sperchon"	9
"5885"	"01036WSE"	"Sperchon"	1
"5886"	"01039WSE"	"Sperchon"	2
"5887"	"01040WSE"	"Sperchon"	2
"5888"	"01041WSE"	"Sperchon"	2
"5889"	"01042WSE"	"Sperchon"	3
"5890"	"00004WSE"	"Sperchonopsis"	3
"5891"	"00008WSE"	"Sperchonopsis"	1
"5892"	"00010WSE"	"Sperchonopsis"	1
"5893"	"01032WSE"	"Sperchonopsis"	1
"5894"	"01036WSE"	"Sperchonopsis"	1
"5895"	"01039WSE"	"Sperchonopsis"	2
"5896"	"01041WSE"	"Sperchonopsis"	4
"5897"	"00002WSE"	"Torrenticola"	1
"5898"	"00003WSE"	"Torrenticola"	6
"5899"	"00006WSE"	"Torrenticola"	10
"5900"	"00008WSE"	"Torrenticola"	2
"5901"	"00009WSE"	"Torrenticola"	4
"5902"	"01031WSE"	"Torrenticola"	2
"5903"	"01032WSE"	"Torrenticola"	5
"5904"	"01033WSE"	"Torrenticola"	3
"5905"	"01038WSE"	"Torrenticola"	5
"5906"	"01041WSE"	"Torrenticola"	4
"5907"	"01042WSE"	"Torrenticola"	1
"5908"	"00004WSE"	"Testudacarus"	3
"5909"	"00008WSE"	"Testudacarus"	4
"5910"	"01044WSE"	"Hygrobatidae"	1
"5911"	"00011WSE"	"Hygrobates"	2
"5912"	"01042WSE"	"Hygrobates"	6
"5913"	"00001WSE"	"Atractides"	3
"5914"	"00006WSE"	"Atractides"	1
"5915"	"01033WSE"	"Atractides"	2
"5916"	"01040WSE"	"Atractides"	1
"5917"	"00004WSE"	"Mideopsis"	1
"5918"	"00006WSE"	"Mideopsis"	3
"5919"	"00002WSE"	"Pyralidae"	1
"5920"	"99029CSR"	"Corydalidae"	1
"5921"	"01105CSR"	"Corydalidae"	5
"5922"	"01059CSR"	"Corydalidae"	1
"5923"	"99074CSR"	"Orohermes"	2
"5924"	"99014CSR"	"Orohermes"	2
"5925"	"99023REM"	"Orohermes"	1
"5926"	"99018REM"	"Orohermes"	1
"5927"	"00040CSR"	"Orohermes"	1
"5928"	"00025CSR"	"Orohermes"	7
"5929"	"00071CSR"	"Orohermes"	1
"5930"	"01094CSR"	"Orohermes"	1
"5931"	"01065CSR"	"Orohermes"	5
"5932"	"01069CSR"	"Orohermes"	1
"5933"	"01056CSR"	"Orohermes"	4
"5934"	"99039CSR"	"Sialis"	1
"5935"	"99071CSR"	"Sialis"	1
"5936"	"99022CSR"	"Sialis"	1
"5937"	"00058CSR"	"Sialis"	6
"5938"	"00036REM"	"Sialis"	1
"5939"	"00004WSE"	"Sialis"	4
"5940"	"01095CSR"	"Sialis"	14
"5941"	"01096CSR"	"Sialis"	1
"5942"	"01102CSR"	"Sialis"	1
"5943"	"01012CSR"	"Sialis"	1
"5944"	"01090CSR"	"Sialis"	21
"5945"	"01103CSR"	"Hydra"	31
"5946"	"00008CSR"	"Turbellaria"	1
"5947"	"99074CSR"	"Turbellaria"	8
"5948"	"99017CSR"	"Turbellaria"	1
"5949"	"99059CSR"	"Turbellaria"	19
"5950"	"00029CSR"	"Turbellaria"	1
"5951"	"99069CSR"	"Turbellaria"	4
"5952"	"99004CSR"	"Turbellaria"	1
"5953"	"01004CSR"	"Turbellaria"	7
"5954"	"99013CSR"	"Turbellaria"	3
"5955"	"00039CSR"	"Turbellaria"	13
"5956"	"99054CSR"	"Turbellaria"	1
"5957"	"00069CSR"	"Turbellaria"	26
"5958"	"99035CSR"	"Turbellaria"	2
"5959"	"99058CSR"	"Turbellaria"	1
"5960"	"99045CSR"	"Turbellaria"	1
"5961"	"99033CSR"	"Turbellaria"	1
"5962"	"99026REM"	"Turbellaria"	1
"5963"	"99009REM"	"Turbellaria"	5
"5964"	"99008REM"	"Turbellaria"	3
"5965"	"99030REM"	"Turbellaria"	4
"5966"	"99016REM"	"Turbellaria"	8
"5967"	"99003REM"	"Turbellaria"	1
"5968"	"99035REM"	"Turbellaria"	1
"5969"	"00015CSR"	"Turbellaria"	1
"5970"	"00041CSR"	"Turbellaria"	4
"5971"	"00037CSR"	"Turbellaria"	1
"5972"	"00103CSR"	"Turbellaria"	35
"5973"	"00031CSR"	"Turbellaria"	7
"5974"	"00055CSR"	"Turbellaria"	1
"5975"	"00056CSR"	"Turbellaria"	2
"5976"	"00025CSR"	"Turbellaria"	19
"5977"	"01080CSR"	"Turbellaria"	2
"5978"	"00050CSR"	"Turbellaria"	11
"5979"	"00071CSR"	"Turbellaria"	2
"5980"	"00033CSR"	"Turbellaria"	5
"5981"	"00034CSR"	"Turbellaria"	3
"5982"	"00049CSR"	"Turbellaria"	8
"5983"	"00017CSR"	"Turbellaria"	6
"5984"	"00017REM"	"Turbellaria"	1
"5985"	"00036REM"	"Turbellaria"	1
"5986"	"00008REM"	"Turbellaria"	1
"5987"	"00003REM"	"Turbellaria"	1
"5988"	"00020REM"	"Turbellaria"	2
"5989"	"00009REM"	"Turbellaria"	2
"5990"	"00012REM"	"Turbellaria"	32
"5991"	"00021REM"	"Turbellaria"	4
"5992"	"00010REM"	"Turbellaria"	5
"5993"	"00004REM"	"Turbellaria"	1
"5994"	"00028REM"	"Turbellaria"	3
"5995"	"01093CSR"	"Turbellaria"	11
"5996"	"01095CSR"	"Turbellaria"	11
"5997"	"01103CSR"	"Turbellaria"	13
"5998"	"01104CSR"	"Turbellaria"	1
"5999"	"01105CSR"	"Turbellaria"	8
"6000"	"01106CSR"	"Turbellaria"	27
"6001"	"01109CSR"	"Turbellaria"	2
"6002"	"01110CSR"	"Turbellaria"	2
"6003"	"01016CSR"	"Turbellaria"	2
"6004"	"01021CSR"	"Turbellaria"	2
"6005"	"01023CSR"	"Turbellaria"	22
"6006"	"01037CSR"	"Turbellaria"	2
"6007"	"01039CSR"	"Turbellaria"	1
"6008"	"01041CSR"	"Turbellaria"	16
"6009"	"01013CSR"	"Turbellaria"	6
"6010"	"01065CSR"	"Turbellaria"	6
"6011"	"01066CSR"	"Turbellaria"	38
"6012"	"01069CSR"	"Turbellaria"	1
"6013"	"01072CSR"	"Turbellaria"	5
"6014"	"01056CSR"	"Turbellaria"	19
"6015"	"01059CSR"	"Turbellaria"	1
"6016"	"01082CSR"	"Turbellaria"	2
"6017"	"01085CSR"	"Turbellaria"	1
"6018"	"01090CSR"	"Turbellaria"	6
"6019"	"01039WSE"	"Turbellaria"	1
"6020"	"01116CSR"	"Turbellaria"	4
"6021"	"01113CSR"	"Turbellaria"	1
"6022"	"00001WSE"	"Polycelis"	13
"6023"	"00006WSE"	"Polycelis"	9
"6024"	"00009WSE"	"Polycelis"	30
"6025"	"00010WSE"	"Polycelis"	1
"6026"	"00011WSE"	"Polycelis"	1
"6027"	"01031WSE"	"Polycelis"	8
"6028"	"01032WSE"	"Polycelis"	2
"6029"	"01033WSE"	"Polycelis"	8
"6030"	"01036WSE"	"Polycelis"	33
"6031"	"01038WSE"	"Polycelis"	90
"6032"	"01041WSE"	"Polycelis"	43
"6033"	"01044WSE"	"Polycelis"	4
"6034"	"00008CSR"	"Nematoda"	1
"6035"	"99015REM"	"Nematoda"	9
"6036"	"99017CSR"	"Nematoda"	1
"6037"	"99009CSR"	"Nematoda"	3
"6038"	"99005SPS"	"Nematoda"	3
"6039"	"99006SPS"	"Nematoda"	1
"6040"	"00028CSR"	"Nematoda"	2
"6041"	"99049CSR"	"Nematoda"	1
"6042"	"99069CSR"	"Nematoda"	1
"6043"	"01004CSR"	"Nematoda"	1
"6044"	"99003SPS"	"Nematoda"	1
"6045"	"99013REM"	"Nematoda"	2
"6046"	"00039CSR"	"Nematoda"	2
"6047"	"99010CSR"	"Nematoda"	4
"6048"	"99024CSR"	"Nematoda"	1
"6049"	"00069CSR"	"Nematoda"	2
"6050"	"99022CSR"	"Nematoda"	5
"6051"	"00005CSR"	"Nematoda"	2
"6052"	"99014CSR"	"Nematoda"	1
"6053"	"99045CSR"	"Nematoda"	2
"6054"	"99033CSR"	"Nematoda"	1
"6055"	"99012REM"	"Nematoda"	3
"6056"	"99009REM"	"Nematoda"	2
"6057"	"99011REM"	"Nematoda"	2
"6058"	"99029REM"	"Nematoda"	1
"6059"	"99002REM"	"Nematoda"	6
"6060"	"99018REM"	"Nematoda"	1
"6061"	"99016REM"	"Nematoda"	3
"6062"	"99003REM"	"Nematoda"	6
"6063"	"99017REM"	"Nematoda"	5
"6064"	"99014REM"	"Nematoda"	5
"6065"	"99004REM"	"Nematoda"	2
"6066"	"00001REM"	"Nematoda"	6
"6067"	"99020REM"	"Nematoda"	4
"6068"	"00006REM"	"Nematoda"	1
"6069"	"00020CSR"	"Nematoda"	1
"6070"	"00041CSR"	"Nematoda"	1
"6071"	"00019CSR"	"Nematoda"	4
"6072"	"00042CSR"	"Nematoda"	1
"6073"	"00052CSR"	"Nematoda"	1
"6074"	"00036CSR"	"Nematoda"	3
"6075"	"00053CSR"	"Nematoda"	4
"6076"	"00026CSR"	"Nematoda"	2
"6077"	"00065CSR"	"Nematoda"	10
"6078"	"00035CSR"	"Nematoda"	1
"6079"	"00037CSR"	"Nematoda"	1
"6080"	"00045CSR"	"Nematoda"	2
"6081"	"00062CSR"	"Nematoda"	4
"6082"	"00014CSR"	"Nematoda"	2
"6083"	"00013CSR"	"Nematoda"	39
"6084"	"00103CSR"	"Nematoda"	2
"6085"	"00031CSR"	"Nematoda"	1
"6086"	"00012CSR"	"Nematoda"	6
"6087"	"00027CSR"	"Nematoda"	7
"6088"	"00010CSR"	"Nematoda"	1
"6089"	"00040CSR"	"Nematoda"	2
"6090"	"00038CSR"	"Nematoda"	1
"6091"	"00009CSR"	"Nematoda"	1
"6092"	"00050CSR"	"Nematoda"	1
"6093"	"00071CSR"	"Nematoda"	2
"6094"	"00007CSR"	"Nematoda"	2
"6095"	"00060CSR"	"Nematoda"	1
"6096"	"00004CSR"	"Nematoda"	5
"6097"	"00058CSR"	"Nematoda"	3
"6098"	"00061CSR"	"Nematoda"	1
"6099"	"00017CSR"	"Nematoda"	1
"6100"	"00036REM"	"Nematoda"	1
"6101"	"00007REM"	"Nematoda"	1
"6102"	"00025REM"	"Nematoda"	2
"6103"	"00018REM"	"Nematoda"	1
"6104"	"00013REM"	"Nematoda"	1
"6105"	"00002REM"	"Nematoda"	4
"6106"	"00022REM"	"Nematoda"	2
"6107"	"00010REM"	"Nematoda"	1
"6108"	"00047CSR"	"Nematoda"	1
"6109"	"00001WSE"	"Nematoda"	22
"6110"	"00002WSE"	"Nematoda"	18
"6111"	"00004WSE"	"Nematoda"	1
"6112"	"00006WSE"	"Nematoda"	2
"6113"	"00008WSE"	"Nematoda"	29
"6114"	"00009WSE"	"Nematoda"	1
"6115"	"00010WSE"	"Nematoda"	2
"6116"	"00011WSE"	"Nematoda"	7
"6117"	"00030REM"	"Nematoda"	1
"6118"	"00028REM"	"Nematoda"	6
"6119"	"01095CSR"	"Nematoda"	11
"6120"	"01102CSR"	"Nematoda"	2
"6121"	"01104CSR"	"Nematoda"	1
"6122"	"01105CSR"	"Nematoda"	1
"6123"	"01016CSR"	"Nematoda"	4
"6124"	"01023CSR"	"Nematoda"	6
"6125"	"01027CSR"	"Nematoda"	47
"6126"	"01039CSR"	"Nematoda"	3
"6127"	"01005CSR"	"Nematoda"	1
"6128"	"01007CSR"	"Nematoda"	1
"6129"	"01012CSR"	"Nematoda"	20
"6130"	"01065CSR"	"Nematoda"	1
"6131"	"01066CSR"	"Nematoda"	1
"6132"	"01067CSR"	"Nematoda"	1
"6133"	"01069CSR"	"Nematoda"	2
"6134"	"01072CSR"	"Nematoda"	13
"6135"	"01051CSR"	"Nematoda"	6
"6136"	"01056CSR"	"Nematoda"	6
"6137"	"01062CSR"	"Nematoda"	2
"6138"	"01082CSR"	"Nematoda"	1
"6139"	"01085CSR"	"Nematoda"	46
"6140"	"01031WSE"	"Nematoda"	3
"6141"	"01032WSE"	"Nematoda"	1
"6142"	"01034WSE"	"Nematoda"	4
"6143"	"01036WSE"	"Nematoda"	1
"6144"	"01038WSE"	"Nematoda"	2
"6145"	"01039WSE"	"Nematoda"	15
"6146"	"01040WSE"	"Nematoda"	1
"6147"	"01041WSE"	"Nematoda"	5
"6148"	"01042WSE"	"Nematoda"	2
"6149"	"01044WSE"	"Nematoda"	2
"6150"	"01111CSR"	"Nematoda"	1
"6151"	"01112CSR"	"Nematoda"	10
"6152"	"01114CSR"	"Nematoda"	163
"6153"	"01115CSR"	"Nematoda"	1
"6154"	"01117CSR"	"Nematoda"	3
"6155"	"01113CSR"	"Nematoda"	1
"6156"	"99003SPS"	"Nematomorpha"	1
"6157"	"00008CSR"	"Prostoma"	1
"6158"	"00037CSR"	"Prostoma"	2
"6159"	"01103CSR"	"Prostoma"	18
"6160"	"01037CSR"	"Prostoma"	7
"6161"	"01059CSR"	"Prostoma"	1
"6162"	"99031CSR"	"Odonata"	3
"6163"	"00010CSR"	"Cordulegaster"	8
"6164"	"00038CSR"	"Cordulegaster"	2
"6165"	"99018CSR"	"Gomphidae"	1
"6166"	"99055CSR"	"Gomphidae"	1
"6167"	"99059CSR"	"Gomphidae"	1
"6168"	"99001SPS"	"Gomphidae"	1
"6169"	"99034CSR"	"Gomphidae"	1
"6170"	"99023CSR"	"Gomphidae"	1
"6171"	"99050CSR"	"Gomphidae"	3
"6172"	"99033CSR"	"Gomphidae"	1
"6173"	"00001REM"	"Gomphidae"	1
"6174"	"00052CSR"	"Gomphidae"	1
"6175"	"00053CSR"	"Gomphidae"	1
"6176"	"00057CSR"	"Gomphidae"	1
"6177"	"00027CSR"	"Gomphidae"	1
"6178"	"00010CSR"	"Gomphidae"	1
"6179"	"00009CSR"	"Gomphidae"	1
"6180"	"00017CSR"	"Gomphidae"	4
"6181"	"00003WSE"	"Gomphidae"	3
"6182"	"01023CSR"	"Gomphidae"	18
"6183"	"01027CSR"	"Gomphidae"	1
"6184"	"01037CSR"	"Gomphidae"	103
"6185"	"01039CSR"	"Gomphidae"	1
"6186"	"01007CSR"	"Gomphidae"	16
"6187"	"01066CSR"	"Gomphidae"	1
"6188"	"01056CSR"	"Gomphidae"	6
"6189"	"01059CSR"	"Gomphidae"	1
"6190"	"01032WSE"	"Gomphidae"	9
"6191"	"01117CSR"	"Gomphidae"	2
"6192"	"99061CSR"	"Octogomphus"	2
"6193"	"99020CSR"	"Octogomphus"	1
"6194"	"00005CSR"	"Octogomphus"	1
"6195"	"00012CSR"	"Octogomphus"	1
"6196"	"00055CSR"	"Octogomphus"	1
"6197"	"00070CSR"	"Octogomphus"	3
"6198"	"00014REM"	"Octogomphus"	1
"6199"	"00002REM"	"Octogomphus"	1
"6200"	"01032WSE"	"Octogomphus specularis"	1
"6201"	"00012WSE"	"Ophiogomphus"	6
"6202"	"01102CSR"	"Ophiogomphus"	1
"6203"	"99011CSR"	"Libellulidae"	1
"6204"	"01103CSR"	"Libellulidae"	10
"6205"	"01103CSR"	"Coenagrionidae"	1
"6206"	"99018CSR"	"Oligochaeta"	2
"6207"	"99061CSR"	"Oligochaeta"	4
"6208"	"99028CSR"	"Oligochaeta"	1
"6209"	"99031CSR"	"Oligochaeta"	26
"6210"	"99015REM"	"Oligochaeta"	8
"6211"	"99074CSR"	"Oligochaeta"	5
"6212"	"99039CSR"	"Oligochaeta"	2
"6213"	"99004SPS"	"Oligochaeta"	14
"6214"	"99005SPS"	"Oligochaeta"	15
"6215"	"99006SPS"	"Oligochaeta"	11
"6216"	"99062CSR"	"Oligochaeta"	2
"6217"	"99016CSR"	"Oligochaeta"	2
"6218"	"00028CSR"	"Oligochaeta"	19
"6219"	"99049CSR"	"Oligochaeta"	7
"6220"	"00054CSR"	"Oligochaeta"	5
"6221"	"99055CSR"	"Oligochaeta"	3
"6222"	"00063CSR"	"Oligochaeta"	1
"6223"	"99070CSR"	"Oligochaeta"	1
"6224"	"99072CSR"	"Oligochaeta"	6
"6225"	"99026CSR"	"Oligochaeta"	4
"6226"	"99042CSR"	"Oligochaeta"	2
"6227"	"99004CSR"	"Oligochaeta"	4
"6228"	"01004CSR"	"Oligochaeta"	2
"6229"	"00001CSR"	"Oligochaeta"	39
"6230"	"99041CSR"	"Oligochaeta"	3
"6231"	"99052CSR"	"Oligochaeta"	9
"6232"	"99053CSR"	"Oligochaeta"	1
"6233"	"99040CSR"	"Oligochaeta"	1
"6234"	"99001CSR"	"Oligochaeta"	3
"6235"	"00016CSR"	"Oligochaeta"	29
"6236"	"99002CSR"	"Oligochaeta"	4
"6237"	"99001SPS"	"Oligochaeta"	5
"6238"	"99003SPS"	"Oligochaeta"	5
"6239"	"99015CSR"	"Oligochaeta"	3
"6240"	"99013CSR"	"Oligochaeta"	5
"6241"	"00039CSR"	"Oligochaeta"	24
"6242"	"99012CSR"	"Oligochaeta"	2
"6243"	"99071CSR"	"Oligochaeta"	1
"6244"	"99073CSR"	"Oligochaeta"	8
"6245"	"99046CSR"	"Oligochaeta"	6
"6246"	"99034CSR"	"Oligochaeta"	1
"6247"	"99054CSR"	"Oligochaeta"	13
"6248"	"99023CSR"	"Oligochaeta"	3
"6249"	"99037CSR"	"Oligochaeta"	21
"6250"	"00069CSR"	"Oligochaeta"	12
"6251"	"99025CSR"	"Oligochaeta"	11
"6252"	"99022CSR"	"Oligochaeta"	13
"6253"	"00005CSR"	"Oligochaeta"	19
"6254"	"99035CSR"	"Oligochaeta"	1
"6255"	"99048CSR"	"Oligochaeta"	52
"6256"	"99050CSR"	"Oligochaeta"	7
"6257"	"99058CSR"	"Oligochaeta"	2
"6258"	"99006CSR"	"Oligochaeta"	4
"6259"	"99014CSR"	"Oligochaeta"	8
"6260"	"99043CSR"	"Oligochaeta"	4
"6261"	"99045CSR"	"Oligochaeta"	1
"6262"	"99029CSR"	"Oligochaeta"	8
"6263"	"99033CSR"	"Oligochaeta"	2
"6264"	"99026REM"	"Oligochaeta"	3
"6265"	"99010REM"	"Oligochaeta"	3
"6266"	"99012REM"	"Oligochaeta"	8
"6267"	"99009REM"	"Oligochaeta"	1
"6268"	"99030REM"	"Oligochaeta"	6
"6269"	"99011REM"	"Oligochaeta"	1
"6270"	"99025REM"	"Oligochaeta"	6
"6271"	"99029REM"	"Oligochaeta"	26
"6272"	"99002REM"	"Oligochaeta"	15
"6273"	"99018REM"	"Oligochaeta"	7
"6274"	"99016REM"	"Oligochaeta"	20
"6275"	"99003REM"	"Oligochaeta"	6
"6276"	"99017REM"	"Oligochaeta"	4
"6277"	"99001REM"	"Oligochaeta"	1
"6278"	"99035REM"	"Oligochaeta"	35
"6279"	"99031REM"	"Oligochaeta"	1
"6280"	"99005REM"	"Oligochaeta"	45
"6281"	"99006REM"	"Oligochaeta"	1
"6282"	"99004REM"	"Oligochaeta"	6
"6283"	"00001REM"	"Oligochaeta"	9
"6284"	"99021REM"	"Oligochaeta"	1
"6285"	"99020REM"	"Oligochaeta"	36
"6286"	"00011REM"	"Oligochaeta"	1
"6287"	"00006REM"	"Oligochaeta"	3
"6288"	"00020CSR"	"Oligochaeta"	6
"6289"	"00002CSR"	"Oligochaeta"	3
"6290"	"00015CSR"	"Oligochaeta"	19
"6291"	"00041CSR"	"Oligochaeta"	8
"6292"	"00019CSR"	"Oligochaeta"	21
"6293"	"00042CSR"	"Oligochaeta"	66
"6294"	"00052CSR"	"Oligochaeta"	4
"6295"	"00036CSR"	"Oligochaeta"	4
"6296"	"00053CSR"	"Oligochaeta"	13
"6297"	"00026CSR"	"Oligochaeta"	5
"6298"	"00065CSR"	"Oligochaeta"	9
"6299"	"00035CSR"	"Oligochaeta"	28
"6300"	"00037CSR"	"Oligochaeta"	19
"6301"	"00062CSR"	"Oligochaeta"	1
"6302"	"00013CSR"	"Oligochaeta"	16
"6303"	"00103CSR"	"Oligochaeta"	2
"6304"	"00031CSR"	"Oligochaeta"	2
"6305"	"00012CSR"	"Oligochaeta"	11
"6306"	"00067CSR"	"Oligochaeta"	1
"6307"	"00027CSR"	"Oligochaeta"	6
"6308"	"00010CSR"	"Oligochaeta"	10
"6309"	"00055CSR"	"Oligochaeta"	2
"6310"	"00056CSR"	"Oligochaeta"	1
"6311"	"00038CSR"	"Oligochaeta"	12
"6312"	"00025CSR"	"Oligochaeta"	23
"6313"	"00009CSR"	"Oligochaeta"	2
"6314"	"01080CSR"	"Oligochaeta"	12
"6315"	"00048CSR"	"Oligochaeta"	2
"6316"	"00050CSR"	"Oligochaeta"	6
"6317"	"00070CSR"	"Oligochaeta"	3
"6318"	"00071CSR"	"Oligochaeta"	73
"6319"	"00007CSR"	"Oligochaeta"	6
"6320"	"00034CSR"	"Oligochaeta"	2
"6321"	"00049CSR"	"Oligochaeta"	11
"6322"	"00006CSR"	"Oligochaeta"	17
"6323"	"00060CSR"	"Oligochaeta"	4
"6324"	"00004CSR"	"Oligochaeta"	2
"6325"	"00058CSR"	"Oligochaeta"	17
"6326"	"00061CSR"	"Oligochaeta"	12
"6327"	"00064CSR"	"Oligochaeta"	177
"6328"	"00018CSR"	"Oligochaeta"	3
"6329"	"00017CSR"	"Oligochaeta"	5
"6330"	"00051CSR"	"Oligochaeta"	5
"6331"	"00017REM"	"Oligochaeta"	3
"6332"	"00036REM"	"Oligochaeta"	10
"6333"	"00003REM"	"Oligochaeta"	11
"6334"	"00034REM"	"Oligochaeta"	7
"6335"	"00032REM"	"Oligochaeta"	5
"6336"	"00007REM"	"Oligochaeta"	37
"6337"	"00031REM"	"Oligochaeta"	11
"6338"	"00020REM"	"Oligochaeta"	38
"6339"	"00025REM"	"Oligochaeta"	6
"6340"	"00018REM"	"Oligochaeta"	9
"6341"	"00009REM"	"Oligochaeta"	7
"6342"	"00013REM"	"Oligochaeta"	1
"6343"	"00012REM"	"Oligochaeta"	17
"6344"	"00002REM"	"Oligochaeta"	4
"6345"	"00022REM"	"Oligochaeta"	3
"6346"	"00021REM"	"Oligochaeta"	34
"6347"	"00010REM"	"Oligochaeta"	34
"6348"	"00047CSR"	"Oligochaeta"	81
"6349"	"00044CSR"	"Oligochaeta"	9
"6350"	"00002SPS"	"Oligochaeta"	1
"6351"	"00001SPS"	"Oligochaeta"	8
"6352"	"00001WSE"	"Oligochaeta"	15
"6353"	"00002WSE"	"Oligochaeta"	16
"6354"	"00004WSE"	"Oligochaeta"	3
"6355"	"00006WSE"	"Oligochaeta"	4
"6356"	"00008WSE"	"Oligochaeta"	3
"6357"	"00009WSE"	"Oligochaeta"	9
"6358"	"00010WSE"	"Oligochaeta"	32
"6359"	"00011WSE"	"Oligochaeta"	14
"6360"	"00012WSE"	"Oligochaeta"	2
"6361"	"00030REM"	"Oligochaeta"	28
"6362"	"00028REM"	"Oligochaeta"	33
"6363"	"01095CSR"	"Oligochaeta"	5
"6364"	"01096CSR"	"Oligochaeta"	21
"6365"	"01102CSR"	"Oligochaeta"	1
"6366"	"01103CSR"	"Oligochaeta"	1
"6367"	"01104CSR"	"Oligochaeta"	2
"6368"	"01105CSR"	"Oligochaeta"	6
"6369"	"01106CSR"	"Oligochaeta"	2
"6370"	"01110CSR"	"Oligochaeta"	3
"6371"	"01016CSR"	"Oligochaeta"	12
"6372"	"01023CSR"	"Oligochaeta"	34
"6373"	"01025CSR"	"Oligochaeta"	7
"6374"	"01037CSR"	"Oligochaeta"	6
"6375"	"01039CSR"	"Oligochaeta"	2
"6376"	"01041CSR"	"Oligochaeta"	15
"6377"	"01003CSR"	"Oligochaeta"	12
"6378"	"01005CSR"	"Oligochaeta"	1
"6379"	"01007CSR"	"Oligochaeta"	5
"6380"	"01013CSR"	"Oligochaeta"	1
"6381"	"01065CSR"	"Oligochaeta"	3
"6382"	"01066CSR"	"Oligochaeta"	1
"6383"	"01069CSR"	"Oligochaeta"	2
"6384"	"01072CSR"	"Oligochaeta"	1
"6385"	"01056CSR"	"Oligochaeta"	2
"6386"	"01062CSR"	"Oligochaeta"	5
"6387"	"01082CSR"	"Oligochaeta"	1
"6388"	"01085CSR"	"Oligochaeta"	105
"6389"	"01090CSR"	"Oligochaeta"	39
"6390"	"01031WSE"	"Oligochaeta"	3
"6391"	"01032WSE"	"Oligochaeta"	6
"6392"	"01033WSE"	"Oligochaeta"	12
"6393"	"01034WSE"	"Oligochaeta"	112
"6394"	"01036WSE"	"Oligochaeta"	19
"6395"	"01038WSE"	"Oligochaeta"	16
"6396"	"01039WSE"	"Oligochaeta"	53
"6397"	"01040WSE"	"Oligochaeta"	13
"6398"	"01041WSE"	"Oligochaeta"	19
"6399"	"01042WSE"	"Oligochaeta"	6
"6400"	"01044WSE"	"Oligochaeta"	11
"6401"	"01112CSR"	"Oligochaeta"	201
"6402"	"01114CSR"	"Oligochaeta"	104
"6403"	"01115CSR"	"Oligochaeta"	2
"6404"	"01116CSR"	"Oligochaeta"	1
"6405"	"01117CSR"	"Oligochaeta"	2
"6406"	"01118CSR"	"Oligochaeta"	7
"6407"	"01119CSR"	"Oligochaeta"	1
"6408"	"01113CSR"	"Oligochaeta"	1
"6409"	"99074CSR"	"Sphaeriidae"	8
"6410"	"99004SPS"	"Sphaeriidae"	1
"6411"	"99005SPS"	"Sphaeriidae"	1
"6412"	"99006SPS"	"Sphaeriidae"	1
"6413"	"00028CSR"	"Sphaeriidae"	1
"6414"	"99049CSR"	"Sphaeriidae"	34
"6415"	"00054CSR"	"Sphaeriidae"	3
"6416"	"99070CSR"	"Sphaeriidae"	1
"6417"	"99042CSR"	"Sphaeriidae"	1
"6418"	"01004CSR"	"Sphaeriidae"	16
"6419"	"00046CSR"	"Sphaeriidae"	11
"6420"	"00001CSR"	"Sphaeriidae"	76
"6421"	"99052CSR"	"Sphaeriidae"	3
"6422"	"99040CSR"	"Sphaeriidae"	1
"6423"	"00039CSR"	"Sphaeriidae"	2
"6424"	"99010CSR"	"Sphaeriidae"	10
"6425"	"00005CSR"	"Sphaeriidae"	3
"6426"	"99048CSR"	"Sphaeriidae"	14
"6427"	"99050CSR"	"Sphaeriidae"	4
"6428"	"99058CSR"	"Sphaeriidae"	1
"6429"	"99002REM"	"Sphaeriidae"	1
"6430"	"99001REM"	"Sphaeriidae"	3
"6431"	"99031REM"	"Sphaeriidae"	1
"6432"	"00015CSR"	"Sphaeriidae"	1
"6433"	"00041CSR"	"Sphaeriidae"	1
"6434"	"00019CSR"	"Sphaeriidae"	1
"6435"	"00053CSR"	"Sphaeriidae"	1
"6436"	"00031CSR"	"Sphaeriidae"	14
"6437"	"00012CSR"	"Sphaeriidae"	1
"6438"	"00010CSR"	"Sphaeriidae"	12
"6439"	"00050CSR"	"Sphaeriidae"	5
"6440"	"00070CSR"	"Sphaeriidae"	1
"6441"	"00033CSR"	"Sphaeriidae"	1
"6442"	"00060CSR"	"Sphaeriidae"	1
"6443"	"00004CSR"	"Sphaeriidae"	1
"6444"	"00058CSR"	"Sphaeriidae"	22
"6445"	"00064CSR"	"Sphaeriidae"	4
"6446"	"00017CSR"	"Sphaeriidae"	1
"6447"	"00020REM"	"Sphaeriidae"	16
"6448"	"00047CSR"	"Sphaeriidae"	23
"6449"	"00044CSR"	"Sphaeriidae"	2
